trial,estimate,squared_error
111,68.7702571246542,17.89072479153861
112,71.85166802306414,1.3186663292534306
113,73.6719186694142,0.4514746983073446
114,74.24951079561946,1.5612772283695693
115,72.57619022442901,0.17961472586953064
116,70.58344830511714,5.839722094041201
117,72.31624907258117,0.4675153307461071
118,72.25112253909244,0.5608174514553612
119,71.24885561269063,3.0665066652050976
120,72.32062493238955,0.4615504824907047
121,75.45611079323687,6.032480228654667
122,73.55711343268293,0.3103753768757523
123,74.07836572444343,1.1628726356544026
124,71.55852022926207,2.077863929446669
125,71.79389112095903,1.4546986281014613
126,74.48666655389601,2.2101774424730527
127,72.99918009901515,6.722376249597613e-07
128,73.3325976937349,0.11062122587777228
129,71.86482963108244,1.2886117664684213
130,73.5442127684711,0.29616753736697715
131,72.04463543034632,0.9127214609495647
132,75.66496072409004,7.1020156609424925
133,73.3450057973824,0.1190290002274648
134,71.83790454046868,1.3504658570632984
135,74.4421576297828,2.0798186291407386
136,76.02529046092745,9.152382372978629
137,73.02259219619225,0.0005104073287890929
138,74.48224070447921,2.197037506015025
139,72.99494674829639,2.5535352780083776e-05
140,72.26664676078198,0.5378069734715608
141,70.89622486008672,4.425869839317148
142,72.33762527500399,0.4387402763135442
143,73.15505801425347,0.024042987784229267
144,72.61041114861938,0.15177947312007292
145,72.75563018502355,0.05971660647162514
146,73.44524939513009,0.1982470238637118
147,70.34573089967174,7.045144456957413
148,74.87454532139424,3.513920161961023
149,73.32030085722427,0.10259263913860094
150,70.23879707546077,7.624241590484016
151,74.20297059147117,1.4471382439444995
152,76.0893985971349,9.544383691979103
153,72.66728387680293,0.11070001863529015
154,71.80729387476502,1.4225479011730333
155,73.62317376310729,0.3883455390252994
156,71.98624247127391,1.0277043270488266
157,74.02115445432482,1.042756419587411
158,73.40849994997063,0.16687220912600947
159,74.53442391384931,2.354456747392633
160,71.47330124161893,2.3308090988423102
161,71.4590066247608,2.374660582531091
162,72.07229743224073,0.8606320542271411
163,71.61787205540703,1.9102776552247773
164,74.9375725524096,3.754187395851073
165,69.87025832533008,9.795282950165648
166,72.54715448205461,0.2050690631232298
167,72.13328559608023,0.7511938579620062
168,72.83567755180182,0.027001866981842742
169,71.27896367065993,2.9619660469083287
170,75.20408816655778,4.858004645960042
171,73.54295619438264,0.2948014290184791
172,74.21593940368615,1.47850863343663
173,76.18717176048958,10.158063830862226
174,74.18554575797977,1.4055187442638208
175,72.77927397617218,0.048719977594840404
176,76.24965984991586,10.560289140155156
177,73.19368375347571,0.03751339636043973
178,71.956505601377,1.0888805599575697
179,74.19585325918307,1.4300650174987648
180,72.58843756739142,0.16938363593468908
181,75.33142706455651,5.435552157346573
182,75.06591108036031,4.267988591955497
183,74.38474156416527,1.9175091995268714
184,74.8181022218942,3.3054956892566025
185,75.94455235167358,8.670388551746404
186,76.07108782072497,9.43158040260524
187,74.61156720935206,2.5971488702587866
188,73.95770107362779,0.9171913464278186
189,72.24528835664499,0.5695896646156179
190,73.74933491383874,0.5615028130977079
191,74.60777419480208,2.584937861471463
192,75.06258747376984,4.254267086952243
193,74.69712101428739,2.8802197371358593
194,73.62169299605945,0.3865021813493769
195,71.55638232664234,2.0840319868305963
196,71.13534863407665,3.476924716439817
197,71.84700502631755,1.3293974093370013
198,70.28285282018486,7.382888796777385
199,72.84814521399124,0.02305987603376481
