h_e,eq_e_active_formula,eq_i_active_formula,mean_e,mean_i,amp_e,amp_i
-2.0,-2.090909090909091,-2.0454545454545454,1.0319934479469581e-35,0.2777777777777963,2.5799836198673594e-34,0.0
-0.5,-0.8636363636363636,-0.6818181818181818,1.0319934479469581e-35,0.2777777777777963,2.5799836198673594e-34,0.0
0.0,-0.45454545454545453,-0.22727272727272727,1.0319934479469581e-35,0.2777777777777963,2.5799836198673594e-34,0.0
1.0,0.36363636363636365,0.6818181818181818,0.3636363636553688,0.6818181817452827,6.73794287031626e-09,5.754823395598407e-09
3.0,2.0,2.5,1.999999999925802,2.49999999955956,3.1701290925667536e-08,2.5337137721237468e-08
